case_id,mat2_before,spf_before,final_domains,action,message
064,"[1, 3, 4, 14]","[1, 3, 4, 14]","[1, 3, 14]",FIXED,"需要修正：mat2=[1, 3, 4, 14], spf=[1, 3, 4, 14] -> final=[1, 3, 14]; read_mode=api"
065,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
066,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
067,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
068,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
069,"[1, 3, 12]","[1, 3, 12]","[1, 3, 12]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
070,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
071,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
072,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
073,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
074,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
075,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
076,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
077,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
078,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
079,"[1, 3, 6, 7]","[1, 3, 6, 7]","[1, 3, 7]",FIXED,"需要修正：mat2=[1, 3, 6, 7], spf=[1, 3, 6, 7] -> final=[1, 3, 7]; read_mode=api"
080,"[1, 3, 15]","[1, 3, 15]","[1, 3, 15]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
081,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
082,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
083,"[1, 3, 15]","[1, 3, 15]","[1, 3, 15]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
084,"[1, 3, 9]","[1, 3, 9]","[1, 3, 9]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
085,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
086,"[1, 3, 9]","[1, 3, 9]","[1, 3, 9]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
087,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
088,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
089,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
090,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
091,"[1, 3, 15]","[1, 3, 15]","[1, 3, 15]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
092,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
093,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
094,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
095,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
096,"[1, 3, 12]","[1, 3, 12]","[1, 3, 12]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
097,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
098,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
099,"[1, 3, 16]","[1, 3, 16]","[1, 3, 16]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
100,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
101,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
102,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
103,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
104,"[1, 3, 9]","[1, 3, 9]","[1, 3, 9]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
105,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
106,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
107,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
108,"[1, 3, 15]","[1, 3, 15]","[1, 3, 15]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
109,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
110,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
111,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
112,"[1, 3, 12]","[1, 3, 12]","[1, 3, 12]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
113,"[1, 3, 14]","[1, 3, 14]","[1, 3, 14]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
114,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
115,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
116,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
117,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
118,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
119,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
120,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
121,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
122,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
123,"[1, 3, 9]","[1, 3, 9]","[1, 3, 9]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
124,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
125,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
126,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
127,"[1, 3, 4, 6]","[1, 3, 4, 6]","[1, 3, 6]",FIXED,"需要修正：mat2=[1, 3, 4, 6], spf=[1, 3, 4, 6] -> final=[1, 3, 6]; read_mode=api"
128,"[1, 3, 6, 7]","[1, 3, 6, 7]","[1, 3, 7]",FIXED,"需要修正：mat2=[1, 3, 6, 7], spf=[1, 3, 6, 7] -> final=[1, 3, 7]; read_mode=api"
129,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
130,"[1, 3, 5, 10]","[1, 3, 5, 10]","[1, 3, 10]",FIXED,"需要修正：mat2=[1, 3, 5, 10], spf=[1, 3, 5, 10] -> final=[1, 3, 10]; read_mode=api"
131,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
132,"[1, 3, 4, 9]","[1, 3, 4, 9]","[1, 3, 9]",FIXED,"需要修正：mat2=[1, 3, 4, 9], spf=[1, 3, 4, 9] -> final=[1, 3, 9]; read_mode=api"
133,"[1, 3, 12]","[1, 3, 12]","[1, 3, 12]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
134,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
135,"[1, 3, 4, 8]","[1, 3, 4, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 8], spf=[1, 3, 4, 8] -> final=[1, 3, 8]; read_mode=api"
136,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
137,"[1, 3, 4, 8]","[1, 3, 4, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 8], spf=[1, 3, 4, 8] -> final=[1, 3, 8]; read_mode=api"
138,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
139,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
140,"[1, 3, 4, 7]","[1, 3, 4, 7]","[1, 3, 7]",FIXED,"需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
141,"[1, 3, 12]","[1, 3, 12]","[1, 3, 12]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
142,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
143,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
144,"[1, 3, 4, 10]","[1, 3, 4, 10]","[1, 3, 10]",FIXED,"需要修正：mat2=[1, 3, 4, 10], spf=[1, 3, 4, 10] -> final=[1, 3, 10]; read_mode=api"
145,"[1, 3, 4, 6]","[1, 3, 4, 6]","[1, 3, 6]",FIXED,"需要修正：mat2=[1, 3, 4, 6], spf=[1, 3, 4, 6] -> final=[1, 3, 6]; read_mode=api"
146,"[1, 3, 4, 7]","[1, 3, 4, 7]","[1, 3, 7]",FIXED,"需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
147,"[1, 3, 4, 7]","[1, 3, 4, 7]","[1, 3, 7]",FIXED,"需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
148,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
149,"[1, 3, 12]","[1, 3, 12]","[1, 3, 12]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
150,"[1, 3, 4, 10]","[1, 3, 4, 10]","[1, 3, 10]",FIXED,"需要修正：mat2=[1, 3, 4, 10], spf=[1, 3, 4, 10] -> final=[1, 3, 10]; read_mode=api"
151,"[1, 3, 4, 7, 8]","[1, 3, 4, 7, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 7, 8], spf=[1, 3, 4, 7, 8] -> final=[1, 3, 8]; read_mode=api"
152,"[1, 3, 4, 7]","[1, 3, 4, 7]","[1, 3, 7]",FIXED,"需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
153,"[1, 3, 4, 6]","[1, 3, 4, 6]","[1, 3, 6]",FIXED,"需要修正：mat2=[1, 3, 4, 6], spf=[1, 3, 4, 6] -> final=[1, 3, 6]; read_mode=api"
154,"[1, 3, 4, 8]","[1, 3, 4, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 8], spf=[1, 3, 4, 8] -> final=[1, 3, 8]; read_mode=api"
155,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
156,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
157,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
158,"[1, 3, 8]","[1, 3, 8]","[1, 3, 8]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
159,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
160,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
161,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
162,"[1, 3, 10]","[1, 3, 10]","[1, 3, 10]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
163,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
164,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
165,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
166,"[1, 3, 4, 8]","[1, 3, 4, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 8], spf=[1, 3, 4, 8] -> final=[1, 3, 8]; read_mode=api"
167,"[1, 3, 4, 9]","[1, 3, 4, 9]","[1, 3, 9]",FIXED,"需要修正：mat2=[1, 3, 4, 9], spf=[1, 3, 4, 9] -> final=[1, 3, 9]; read_mode=api"
168,"[1, 3, 4, 8]","[1, 3, 4, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 8], spf=[1, 3, 4, 8] -> final=[1, 3, 8]; read_mode=api"
169,"[1, 3, 4, 19]","[1, 3, 4, 19]","[1, 3, 19]",FIXED,"需要修正：mat2=[1, 3, 4, 19], spf=[1, 3, 4, 19] -> final=[1, 3, 19]; read_mode=api"
170,"[1, 3, 9]","[1, 3, 9]","[1, 3, 9]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
171,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
172,"[1, 3, 14]","[1, 3, 14]","[1, 3, 14]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
173,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
174,"[1, 3, 4, 11]","[1, 3, 4, 11]","[1, 3, 11]",FIXED,"需要修正：mat2=[1, 3, 4, 11], spf=[1, 3, 4, 11] -> final=[1, 3, 11]; read_mode=api"
175,"[1, 3, 4, 18]","[1, 3, 4, 18]","[1, 3, 18]",FIXED,"需要修正：mat2=[1, 3, 4, 18], spf=[1, 3, 4, 18] -> final=[1, 3, 18]; read_mode=api"
176,"[1, 3, 4, 8]","[1, 3, 4, 8]","[1, 3, 8]",FIXED,"需要修正：mat2=[1, 3, 4, 8], spf=[1, 3, 4, 8] -> final=[1, 3, 8]; read_mode=api"
177,"[1, 3, 15]","[1, 3, 15]","[1, 3, 15]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
178,"[1, 3, 4, 11]","[1, 3, 4, 11]","[1, 3, 11]",FIXED,"需要修正：mat2=[1, 3, 4, 11], spf=[1, 3, 4, 11] -> final=[1, 3, 11]; read_mode=api"
179,"[1, 3, 4, 11]","[1, 3, 4, 11]","[1, 3, 11]",FIXED,"需要修正：mat2=[1, 3, 4, 11], spf=[1, 3, 4, 11] -> final=[1, 3, 11]; read_mode=api"
180,"[1, 3, 4, 13]","[1, 3, 4, 13]","[1, 3, 13]",FIXED,"需要修正：mat2=[1, 3, 4, 13], spf=[1, 3, 4, 13] -> final=[1, 3, 13]; read_mode=api"
181,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
182,"[1, 3, 11]","[1, 3, 11]","[1, 3, 11]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
183,"[1, 3, 4, 9]","[1, 3, 4, 9]","[1, 3, 9]",FIXED,"需要修正：mat2=[1, 3, 4, 9], spf=[1, 3, 4, 9] -> final=[1, 3, 9]; read_mode=api"
184,"[1, 3, 4, 12]","[1, 3, 4, 12]","[1, 3, 12]",FIXED,"需要修正：mat2=[1, 3, 4, 12], spf=[1, 3, 4, 12] -> final=[1, 3, 12]; read_mode=api"
185,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
186,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
187,"[1, 3, 6]","[1, 3, 6]","[1, 3, 6]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
188,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
189,"[1, 3, 7]","[1, 3, 7]","[1, 3, 7]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
190,"[1, 3, 9]","[1, 3, 9]","[1, 3, 9]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
191,"[1, 3, 13]","[1, 3, 13]","[1, 3, 13]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
192,"[1, 3, 14]","[1, 3, 14]","[1, 3, 14]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
193,"[1, 3, 14]","[1, 3, 14]","[1, 3, 14]",OK,当前 mat2/spf 域选择正确，无需修正; read_mode=api
