id,image_path,temp_field_path,T_avg,split
0040,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0040.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0040.npy,315.25018310546875,train
0041,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0041.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0041.npy,315.25018310546875,train
0042,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0042.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0042.npy,315.25018310546875,train
0043,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0043.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0043.npy,315.25018310546875,train
0044,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0044.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0044.npy,313.27947998046875,train
0045,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0045.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0045.npy,313.27947998046875,train
0046,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0046.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0046.npy,313.27947998046875,train
0047,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0047.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0047.npy,313.27947998046875,train
0048,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0048.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0048.npy,312.96240234375,train
0049,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0049.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0049.npy,312.96240234375,train
0050,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0050.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0050.npy,312.96240234375,train
0052,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0052.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0052.npy,312.77569580078125,train
0053,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0053.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0053.npy,312.77569580078125,train
0055,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0055.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0055.npy,312.77569580078125,train
0056,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0056.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0056.npy,299.64617919921875,train
0057,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0057.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0057.npy,299.64617919921875,train
0058,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0058.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0058.npy,299.64617919921875,train
0059,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0059.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0059.npy,299.64617919921875,train
0060,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0060.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0060.npy,316.3816223144531,train
0062,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0062.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0062.npy,316.3816223144531,train
0063,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0063.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0063.npy,316.3816223144531,train
0064,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0064.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0064.npy,314.43603515625,train
0066,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0066.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0066.npy,314.43603515625,train
0067,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0067.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0067.npy,314.43603515625,train
0068,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0068.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0068.npy,312.03924560546875,train
0069,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0069.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0069.npy,312.03924560546875,train
0070,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0070.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0070.npy,312.03924560546875,train
0071,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0071.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0071.npy,312.03924560546875,train
0072,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0072.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0072.npy,310.54541015625,train
0073,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0073.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0073.npy,310.54541015625,train
0074,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0074.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0074.npy,310.54541015625,train
0075,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0075.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0075.npy,310.54541015625,train
0076,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0076.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0076.npy,310.0748291015625,train
0077,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0077.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0077.npy,310.0748291015625,train
0078,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0078.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0078.npy,310.0748291015625,train
0079,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0079.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0079.npy,310.0748291015625,train
0080,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0080.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0080.npy,309.8034362792969,train
0081,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0081.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0081.npy,309.8034362792969,train
0082,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0082.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0082.npy,309.8034362792969,train
0083,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0083.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0083.npy,309.8034362792969,train
0084,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0084.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0084.npy,336.38555908203125,train
0085,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0085.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0085.npy,336.38555908203125,train
0086,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0086.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0086.npy,336.38555908203125,train
0087,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0087.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0087.npy,336.38555908203125,train
0089,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0089.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0089.npy,332.87872314453125,train
0090,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0090.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0090.npy,332.87872314453125,train
0091,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0091.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0091.npy,332.87872314453125,train
0092,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0092.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0092.npy,324.87799072265625,train
0094,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0094.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0094.npy,324.87799072265625,train
0095,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0095.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0095.npy,324.87799072265625,train
0097,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0097.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0097.npy,322.31512451171875,train
0098,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0098.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0098.npy,322.31512451171875,train
0099,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0099.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0099.npy,322.31512451171875,train
0100,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0100.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0100.npy,320.27447509765625,train
0101,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0101.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0101.npy,320.27447509765625,train
0102,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0102.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0102.npy,320.27447509765625,train
0103,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0103.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0103.npy,320.27447509765625,train
0104,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0104.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0104.npy,317.37445068359375,train
0105,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0105.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0105.npy,317.37445068359375,train
0106,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0106.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0106.npy,317.37445068359375,train
0107,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0107.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0107.npy,317.37445068359375,train
0108,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0108.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0108.npy,314.4747009277344,train
0109,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0109.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0109.npy,314.4747009277344,train
0110,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0110.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0110.npy,314.4747009277344,train
0111,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0111.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0111.npy,314.4747009277344,train
0112,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0112.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0112.npy,316.37249755859375,train
0113,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0113.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0113.npy,316.37249755859375,train
0115,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0115.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0115.npy,316.37249755859375,train
0116,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0116.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0116.npy,316.1299133300781,train
0117,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0117.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0117.npy,316.1299133300781,train
0118,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0118.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0118.npy,316.1299133300781,train
0119,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0119.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0119.npy,316.1299133300781,train
0120,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0120.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0120.npy,311.5355529785156,train
0121,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0121.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0121.npy,311.5355529785156,train
0122,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0122.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0122.npy,311.5355529785156,train
0123,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0123.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0123.npy,311.5355529785156,train
0124,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0124.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0124.npy,309.84991455078125,train
0125,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0125.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0125.npy,309.84991455078125,train
0126,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0126.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0126.npy,309.84991455078125,train
0127,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0127.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0127.npy,309.84991455078125,train
0128,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0128.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0128.npy,309.3735046386719,train
0129,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0129.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0129.npy,309.3735046386719,train
0131,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0131.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0131.npy,309.3735046386719,train
0132,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0132.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0132.npy,308.24957275390625,train
0133,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0133.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0133.npy,308.24957275390625,train
0134,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0134.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0134.npy,308.24957275390625,train
0136,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0136.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0136.npy,306.06591796875,train
0137,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0137.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0137.npy,306.06591796875,train
0138,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0138.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0138.npy,306.06591796875,train
0139,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0139.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0139.npy,306.06591796875,train
0140,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0140.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0140.npy,311.9820861816406,train
0141,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0141.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0141.npy,311.9820861816406,train
0143,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0143.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0143.npy,311.9820861816406,train
0144,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0144.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0144.npy,311.4892272949219,train
0145,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0145.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0145.npy,311.4892272949219,train
0147,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0147.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0147.npy,311.4892272949219,train
0148,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0148.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0148.npy,308.06378173828125,train
0149,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0149.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0149.npy,308.06378173828125,train
0150,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0150.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0150.npy,308.06378173828125,train
0151,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0151.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0151.npy,308.06378173828125,train
0152,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0152.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0152.npy,307.52838134765625,train
0153,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0153.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0153.npy,307.52838134765625,train
0154,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0154.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0154.npy,307.52838134765625,train
0155,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0155.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0155.npy,307.52838134765625,train
0156,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0156.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0156.npy,306.2564392089844,train
0157,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0157.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0157.npy,306.2564392089844,train
0158,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0158.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0158.npy,306.2564392089844,train
